1	1	3.689101219177246
1	260	2.4931085109710693
1	100	4.348165512084961
1	261	1.8921102285385132
1	262	3.672152042388916
1	264	2.739976167678833
1	9	4.45305061340332
1	266	1.485837697982788
1	271	4.00967264175415
1	111	3.050389528274536
1	272	4.665010929107666
1	242	4.109928607940674
1	116	3.248800754547119
1	181	4.531900882720947
1	117	3.6418418884277344
1	245	3.1653902530670166
1	246	3.5439958572387695
1	223	4.512782096862793
2	273	3.426143169403076
2	290	4.0
2	276	3.6344492435455322
2	313	4.646830081939697
2	25	2.591911554336548
2	300	4.015913486480713
2	237	3.200173854827881
3	322	3.0
3	294	3.2003602981567383
3	318	4.5
4	50	4.216393947601318
4	327	4.0
5	259	3.3805854320526123
5	227	4.0
5	69	3.447751045227051
5	405	4.0
5	70	3.5
5	154	4.305959701538086
5	186	4.242521286010742
5	173	4.305959701538086
5	382	3.2972655296325684
5	79	4.528171539306641
6	70	4.0
6	134	5.0
6	200	5.0
6	9	4.445765018463135
6	137	3.435441255569458
6	268	3.3261375427246094
6	13	3.312039852142334
6	14	4.410802841186523
6	111	4.2598724365234375
6	435	5.0
6	276	3.843268871307373
6	310	3.1878180503845215
6	408	4.474157333374023
6	56	4.294848442077637
6	125	3.604193925857544
7	275	4.517936706542969
7	100	3.9338912963867188
7	405	3.700397253036499
7	597	3.8305466175079346
7	264	2.3119521141052246
7	25	3.7460782527923584
7	266	5.0
7	268	2.7692642211914062
7	172	5.0
7	269	3.9509739875793457
7	125	2.6157243251800537
8	50	4.599999904632568
8	260	2.6666667461395264
8	181	3.7272727489471436
8	22	4.0
8	301	2.799999952316284
8	222	3.0
8	510	3.5
9	385	4.5
9	402	3.6666667461395264
9	7	4.166666507720947
9	286	3.6666667461395264
10	1	3.4815022945404053
10	273	3.0
10	70	4.0
10	286	3.6153595447540283
11	274	4.502577304840088
11	98	3.4912266731262207
11	259	2.3015122413635254
11	742	4.441138744354248
11	268	3.6780974864959717
11	125	2.637328863143921
11	350	4.5182647705078125
12	161	4.688161849975586
12	402	4.0
12	82	4.289496421813965
12	196	4.353312969207764
12	4	3.3719654083251953
12	69	3.6873042583465576
12	204	3.81184458732605
12	238	3.9080944061279297
12	15	4.050610065460205
13	64	4.728941440582275
13	321	3.541928291320801
13	514	4.168644905090332
13	898	4.719233989715576
13	69	3.9562909603118896
13	197	4.610734939575195
13	7	3.6124660968780518
13	8	3.043565034866333
13	264	4.064800262451172
13	457	1.0
13	202	4.478145599365234
13	651	4.732516765594482
13	332	3.3542065620422363
13	204	3.0
13	333	3.6987180709838867
13	909	4.229346752166748
13	338	2.6013288497924805
13	405	3.60910701751709
13	471	4.711462497711182
13	344	3.9112532138824463
13	89	4.377869606018066
13	154	4.484606742858887
13	91	4.0
13	476	4.530259132385254
13	285	4.532591342926025
13	612	3.414067268371582
13	165	4.0
13	42	3.6315789222717285
13	683	3.962381362915039
13	427	3.745588779449463
13	235	3.246673107147217
13	492	4.0
13	109	3.0713517665863037
13	303	4.148831844329834
13	48	5.0
13	241	4.0
13	690	3.3409595489501953
13	242	3.6253163814544678
13	182	4.249803066253662
13	887	4.0
13	183	4.512330532073975
13	56	4.851564407348633
13	121	3.511889934539795
13	185	4.002727031707764
13	127	4.334386825561523
13	895	1.7505239248275757
13	191	2.475424289703369
14	100	4.16940450668335
14	276	3.4026331901550293
14	357	4.501804351806641
14	168	5.0
14	603	4.453068256378174
14	13	2.513582706451416
14	845	3.8214974403381348
14	302	4.250309944152832
15	866	2.1361937522888184
15	291	2.636091470718384
15	307	2.4381134510040283
15	742	3.5043864250183105
15	934	3.0678980350494385
15	9	4.2160563468933105
15	249	1.4827998876571655
15	331	3.6742026805877686
15	285	4.515527725219727
15	879	3.4756476879119873
15	815	2.0186216831207275
15	127	4.431825637817383
16	948	1.7182899713516235
16	294	2.9642233848571777
16	286	3.6642000675201416
17	1	3.799999952316284
17	276	4.0
17	150	3.75
17	13	4.0
17	222	3.6666667461395264
18	98	4.094353199005127
18	515	4.49845027923584
18	116	5.0
18	6	4.0929718017578125
18	269	3.945544958114624
18	845	3.401859760284424
18	654	3.985502004623413
18	223	4.0
18	127	4.311976909637451
19	258	3.6021995544433594
19	435	3.920973777770996
19	202	3.458864688873291
19	655	4.009574890136719
20	208	4.689619064331055
20	98	4.2277421951293945
20	243	3.148273468017578
20	597	3.1881563663482666
20	69	3.970365285873413
20	151	3.517404556274414
20	186	4.3874688148498535
21	289	3.446796417236328
21	322	2.738727331161499
21	259	2.1775171756744385
21	547	2.952380895614624
21	324	3.016000509262085
21	294	3.0072739124298096
21	298	3.950900077819824
21	748	3.218946695327759
21	301	3.1538703441619873
21	273	3.7746670246124268
21	50	4.265676498413086
21	118	3.147914171218872
21	185	4.147303104400635
21	121	3.1411170959472656
21	988	2.320216178894043
21	222	3.123788595199585
21	286	3.9970083236694336
22	546	2.9894838333129883
22	53	5.0
22	358	2.1681597232818604
22	118	2.8205628395080566
22	456	1.9935966730117798
22	202	2.5
22	222	3.5008201599121094
22	79	4.4978461265563965
22	687	1.5156402587890625
22	127	4.002668380737305
23	100	4.262400150299072
23	116	4.650516986846924
23	181	3.4032645225524902
23	202	2.0
23	315	4.19615364074707
23	13	2.9854273796081543
23	173	4.064635276794434
24	64	3.9839391708374023
24	258	3.9728915691375732
24	100	3.8039801120758057
24	56	2.4987645149230957
24	9	3.7417171001434326
24	427	5.0
24	173	3.75
24	191	3.5
25	258	3.6362216472625732
25	195	3.2852940559387207
25	181	4.318515300750732
25	135	2.949267625808716
25	7	3.800659656524658
25	183	3.839715003967285
25	8	4.323602199554443
25	121	3.0910518169403076
25	186	4.432919979095459
26	291	3.0
26	515	4.265068531036377
26	300	3.261399984359741
26	237	3.039419651031494
26	269	4.370460510253906
26	109	3.503176212310791
26	302	4.337901592254639
26	111	4.045979022979736
26	591	3.3054866790771484
26	1009	4.5
26	148	2.9990298748016357
26	181	4.249930381774902
26	151	4.046757221221924
26	283	4.0067291259765625
26	315	4.347517967224121
26	126	4.485686779022217
27	50	4.407407283782959
27	325	1.5
27	508	3.3333332538604736
28	271	3.318709135055542
28	79	4.2916998863220215
29	180	4.0
29	678	3.0045149326324463
29	300	4.198047161102295
29	189	4.25
29	302	4.111111164093018
30	688	1.4929790496826172
30	82	3.5
30	258	3.8998594284057617
30	259	2.25
30	678	2.502143383026123
30	539	1.5
30	255	2.5
30	751	4.199999809265137
31	321	3.25
31	498	4.0
31	875	2.3333332538604736
31	319	3.0
32	1012	4.0
32	742	3.0
32	408	4.666666507720947
32	298	3.6594479084014893
32	508	3.247417449951172
32	268	3.249368906021118
33	323	2.5
33	245	3.5
33	879	3.0
34	288	3.5172414779663086
34	690	3.5999999046325684
34	245	2.923076868057251
35	321	3.442692279815674
35	327	3.1350090503692627
35	264	3.0
35	300	3.5985212326049805
36	289	3.757298231124878
36	875	1.6666666269302368
37	273	3.01271653175354
37	210	3.542989492416382
37	546	2.514162302017212
37	195	3.692047357559204
37	405	3.0143375396728516
37	89	4.479168891906738
37	172	4.6453986167907715
37	174	4.228245735168457
38	257	4.256175518035889
38	161	3.138225555419922
38	419	3.976682186126709
38	69	4.069112777709961
38	70	4.0050506591796875
38	200	4.0
38	328	3.4206981658935547
38	681	2.5357346534729004
38	202	3.006593942642212
38	144	4.0
38	211	3.520453929901123
38	501	3.6682329177856445
38	1016	2.614607572555542
38	218	3.99226975440979
38	28	3.8066329956054688
39	288	3.6153345108032227
39	315	4.028952121734619
39	270	4.027108669281006
40	321	2.54490065574646
